measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Finland,Both,All ages,Road injuries,Number,1984,632.0584589240178,652.2250851574988,609.6843502874463
Deaths,Finland,Both,All ages,Motor vehicle road injuries,Number,1984,344.23552810588683,363.566954937826,326.7239887193525
Deaths,United Kingdom,Both,All ages,Liver cancer due to alcohol use,Number,1984,497.5952104922112,560.7160550190564,442.61929798094195
Deaths,United Kingdom,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,43324.662069556056,44095.90302438381,42188.94556534411
Deaths,Sweden,Both,All ages,Diabetes mellitus,Number,1986,1389.9736195489077,1478.5983420071886,1258.9176261136458
Deaths,Turkey,Both,All ages,Alcohol use disorders,Number,1985,119.20656055836076,178.3438538174724,70.84873052280383
Deaths,Turkey,Both,All ages,Opioid use disorders,Number,1985,111.5766274472327,145.93096969736297,85.6119401593032
Deaths,France,Both,All ages,Self-harm,Number,1984,14524.853052071227,15046.786033023609,14016.933185066337
Deaths,Slovenia,Both,All ages,Liver cancer due to alcohol use,Number,1985,38.26361218681258,47.49255700051963,29.394083919771337
Deaths,Slovenia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,817.5254898801572,880.8444916151527,759.7572594093875
Deaths,Italy,Both,All ages,Liver cancer due to alcohol use,Number,1985,1129.1894994264912,1285.8013680672348,987.4192174714102
Deaths,Italy,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,30015.641982738438,30886.160051301886,29009.398828311278
Deaths,France,Both,All ages,Police conflict and executions,Number,1984,1.79853788794309,2.3662463195012657,1.4326471258264033
Deaths,Belgium,Both,All ages,Cardiovascular diseases,Number,1986,44991.05121987753,46831.41726307313,41665.9703583032
Deaths,Sweden,Both,All ages,Opioid use disorders,Number,1982,25.553387744200165,28.44448752546353,22.79352023718932
Deaths,Sweden,Both,All ages,Self-harm,Number,1982,2059.8835991671194,2142.240061579582,1988.906467511664
Deaths,Israel,Both,All ages,Road injuries,Number,1983,575.4395757945802,593.468730716049,559.324369236961
Deaths,Israel,Both,All ages,Motor vehicle road injuries,Number,1983,299.67540760583864,316.9234814970479,282.7030952418777
Deaths,Italy,Both,All ages,Diabetes mellitus,Number,1985,17776.674047651224,18564.33497058477,16480.39050753277
Deaths,Czechia,Both,All ages,Cardiovascular diseases,Number,1983,75488.32362245905,77803.86420983884,72640.53370184345
Deaths,New Zealand,Both,All ages,Road injuries,Number,1985,826.1485602569621,845.5684566417877,807.3241761025012
Deaths,New Zealand,Both,All ages,Motor vehicle road injuries,Number,1985,518.5492532186088,532.6744523944351,503.8379633205402
Deaths,France,Both,All ages,Cardiovascular diseases,Number,1984,202471.6545403607,209849.37834836796,188134.58031240708
Deaths,Lithuania,Both,All ages,Self-harm,Number,1984,1306.0031588047882,1394.9668294557234,1215.0763065683357
Deaths,Lithuania,Both,All ages,Police conflict and executions,Number,1984,0.007252149640958468,0.015795188208619974,0.004271143029030186
Deaths,New Zealand,Both,All ages,Cardiovascular diseases,Number,1983,11700.268888260201,12098.0957321636,10998.03006581329
Deaths,Israel,Both,All ages,Alcohol use disorders,Number,1985,49.348992916784745,52.18372269213392,46.7197350392846
Deaths,Estonia,Both,All ages,Police conflict and executions,Number,1983,0.01007206081674186,0.028246673025059853,0.004614902536985262
Deaths,Luxembourg,Both,All ages,Diabetes mellitus,Number,1983,76.6894153265844,81.08369036903885,72.01868857721766
Deaths,Luxembourg,Both,All ages,Self-harm,Number,1983,79.93804200674032,83.86959962117912,76.3006727382408
Deaths,United States of America,Both,All ages,Liver cancer due to alcohol use,Number,1987,1555.974791513782,1748.1302671676938,1396.2879119136799
Deaths,United States of America,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,148302.98617983857,152339.1239376554,142176.83172502436
Deaths,Israel,Both,All ages,Self-harm,Number,1985,311.6804199780658,324.48799097107616,298.8956006511844
Deaths,Sweden,Both,All ages,Cardiovascular diseases,Number,1982,48244.32271503077,49954.64624363304,44922.729350191905
Deaths,Belgium,Both,All ages,Alcohol use disorders,Number,1981,298.3297238447597,314.9195491860631,282.62042254123
Deaths,Belgium,Both,All ages,Opioid use disorders,Number,1981,49.9582053877093,54.33988049626668,45.6395732001417
Deaths,Belgium,Both,All ages,Diabetes mellitus,Number,1981,2513.8404405782276,2689.66326092496,2307.512637412393
Deaths,France,Both,All ages,Road injuries,Number,1982,13977.165940624893,14306.976134707727,13617.697510944632
Deaths,Latvia,Both,All ages,Opioid use disorders,Number,1981,36.69052062307813,42.420434337532264,31.013271753586125
Deaths,Latvia,Both,All ages,Self-harm,Number,1981,864.2203909779,904.1536808918208,824.0738733750417
Deaths,Switzerland,Both,All ages,Cardiovascular diseases,Number,1986,25709.574554727245,26853.032592195847,23622.373296323087
Deaths,Germany,Both,All ages,Liver cancer due to alcohol use,Number,1982,1575.7240865272177,1954.917928319033,1257.235479330779
Deaths,Germany,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,38343.52413484816,40726.396608734045,36085.07156231776
Deaths,Lithuania,Both,All ages,Cardiovascular diseases,Number,1981,18578.255590642908,19203.424068945933,17483.95235245707
Deaths,Canada,Both,All ages,Self-harm,Number,1987,4113.2973608885395,4238.492673308995,3995.322411010338
Deaths,Canada,Both,All ages,Police conflict and executions,Number,1987,7.2658966845890065,10.63973698247021,4.81088789713548
Deaths,Switzerland,Both,All ages,Alcohol use disorders,Number,1984,261.2721332909511,285.3439227344973,226.0166374353515
Deaths,Switzerland,Both,All ages,Opioid use disorders,Number,1984,216.70811539208117,248.0539328077562,182.1742860535591
Deaths,Switzerland,Both,All ages,Diabetes mellitus,Number,1984,1523.4783486725498,1637.0538616305407,1382.5459130890042
Deaths,Israel,Both,All ages,Alcohol use disorders,Number,1987,51.207977418329065,54.07074742175432,48.62591430297282
Deaths,Switzerland,Both,All ages,Road injuries,Number,1986,1014.3065497946546,1043.2541337973269,985.3350149483582
Deaths,Netherlands,Both,All ages,Police conflict and executions,Number,1981,0.3932606266292991,0.6321820861060852,0.2562236399760734
Deaths,Lithuania,Both,All ages,Road injuries,Number,1986,732.0536907384329,758.773783204721,706.5411793145863
Deaths,Italy,Both,All ages,Police conflict and executions,Number,1985,0.5411928459062534,0.7270383821792007,0.43393220204515986
Deaths,Slovakia,Both,All ages,Alcohol use disorders,Number,1987,174.7659244141369,211.1201708758432,131.49915915296657
Deaths,Slovakia,Both,All ages,Opioid use disorders,Number,1987,19.776678552473303,24.730318209933827,15.677466187726985
Deaths,Slovakia,Both,All ages,Diabetes mellitus,Number,1987,713.5380904209014,817.6169196925119,619.1505969976654
Deaths,Slovakia,Both,All ages,Self-harm,Number,1987,838.8670906794719,930.8444097527642,756.0559919264767
Deaths,United Kingdom,Both,All ages,Liver cancer due to alcohol use,Number,1986,545.1946797911947,613.1727158677693,485.1270327328112
Deaths,United Kingdom,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1986,43534.969798140795,44265.30265554085,42279.56157020009
Deaths,Slovenia,Both,All ages,Road injuries,Number,1983,433.03457900438036,452.8856445040893,414.86305157386346
Deaths,Slovenia,Both,All ages,Motor vehicle road injuries,Number,1983,211.52062615091057,226.00484522284222,199.06949055578272
Deaths,Israel,Both,All ages,Cardiovascular diseases,Number,1987,12992.440787728321,13395.655212628808,12261.010348419517
Deaths,Slovakia,Both,All ages,Alcohol use disorders,Number,1985,169.34085694766887,204.1190357823974,130.86940107115467
Deaths,Slovakia,Both,All ages,Opioid use disorders,Number,1985,19.648288085603088,24.522467641781464,15.716749488127363
Deaths,Slovakia,Both,All ages,Diabetes mellitus,Number,1985,700.7858500767132,811.2159702851563,610.598399350834
Deaths,Slovakia,Both,All ages,Self-harm,Number,1985,834.3153551594447,943.2659909964789,744.396678278109
Deaths,France,Both,All ages,Road injuries,Number,1984,13482.628182695198,13808.206614745954,13109.251096148775
Deaths,Denmark,Both,All ages,Motor vehicle road injuries,Number,1984,419.8290221548261,436.06114737225863,403.98769074544583
Deaths,Luxembourg,Both,All ages,Police conflict and executions,Number,1983,0.0011795376384429242,0.0015909792470313324,0.0009568635096686784
Deaths,Germany,Both,All ages,Liver cancer due to alcohol use,Number,1984,1552.4759800063305,1918.1905868812937,1248.9997110300044
Deaths,Germany,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1984,38167.10622596999,40531.851669578835,36073.33395080307
Deaths,Australia,Both,All ages,Liver cancer due to alcohol use,Number,1985,111.4077901669321,141.06131678838125,85.67145678248121
Deaths,Australia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,5897.215690682097,6221.766402582695,5585.012041585393
Deaths,Australia,Both,All ages,Alcohol use disorders,Number,1985,224.2883883872432,233.8456712295671,214.3193799262041
Deaths,Australia,Both,All ages,Opioid use disorders,Number,1985,244.36168104732124,262.18038044977476,225.9388850414934
Deaths,Australia,Both,All ages,Diabetes mellitus,Number,1985,1924.0735196727237,2059.6466960752073,1774.7304548739023
Deaths,United Kingdom,Both,All ages,Liver cancer due to alcohol use,Number,1982,455.4610591099069,514.5802657423307,404.5794546738643
Deaths,United Kingdom,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,42828.23910458352,43544.53082087724,41810.0661481747
Deaths,Switzerland,Both,All ages,Self-harm,Number,1984,1715.3302204306656,1772.4991713370493,1656.680240957582
Deaths,Switzerland,Both,All ages,Police conflict and executions,Number,1984,0.014350202251659743,0.01918486885126921,0.011252986960809688
Deaths,Italy,Both,All ages,Liver cancer due to alcohol use,Number,1987,1365.0786000945186,1554.4561669353789,1205.4623328467944
Deaths,Italy,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,31231.902070966415,32127.120441092527,30087.774107636105
Deaths,Austria,Both,All ages,Liver cancer due to alcohol use,Number,1983,202.47510934641357,240.41367789920528,167.91985278663367
Deaths,Austria,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,3507.6703404784676,3709.1792196116544,3305.63978249175
Deaths,Slovakia,Both,All ages,Liver cancer due to alcohol use,Number,1982,111.33787036662424,150.66674632172655,75.74360187549938
Deaths,Slovakia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,2105.268381552326,2505.587465455419,1792.4301910171068
Deaths,Slovenia,Both,All ages,Road injuries,Number,1985,395.6943720360852,413.5448399854793,379.1633621788255
Deaths,Slovenia,Both,All ages,Motor vehicle road injuries,Number,1985,197.09489484801858,209.1247190489473,186.52848043029226
Deaths,Finland,Both,All ages,Alcohol use disorders,Number,1982,251.2797164595135,269.5468392275896,234.12236841151676
Deaths,Finland,Both,All ages,Opioid use disorders,Number,1982,64.70269746967949,74.06714824606175,56.85426505429178
Deaths,Finland,Both,All ages,Self-harm,Number,1982,1256.4472629700779,1302.550577520625,1211.6654294667246
Deaths,Israel,Both,All ages,Self-harm,Number,1987,344.0862223657201,356.57003004079974,331.82713376633797
Deaths,Switzerland,Both,All ages,Alcohol use disorders,Number,1986,259.69238401237806,282.3844504521007,230.70338988277223
Deaths,Switzerland,Both,All ages,Opioid use disorders,Number,1986,227.8990632589776,259.4460749887163,191.72405370692397
Deaths,Switzerland,Both,All ages,Diabetes mellitus,Number,1986,1528.3300582470301,1644.9770311407628,1380.4176965258857
Deaths,Italy,Both,All ages,Diabetes mellitus,Number,1987,16904.66788004636,17677.700333432036,15507.939036456386
Deaths,Poland,Both,All ages,Cardiovascular diseases,Number,1982,164461.95923968646,168317.967365576,157532.51463822174
Deaths,Netherlands,Both,All ages,Road injuries,Number,1981,2083.452383391948,2151.213705871373,2014.5354244412208
Deaths,Netherlands,Both,All ages,Motor vehicle road injuries,Number,1981,865.9224973207344,906.3521633915149,827.9324550683667
Deaths,Ireland,Both,All ages,Cardiovascular diseases,Number,1985,15696.856021262307,16114.386747838089,14850.894936007815
Deaths,Estonia,Both,All ages,Road injuries,Number,1981,332.946022957486,351.6557135133216,314.8209199870635
Deaths,Estonia,Both,All ages,Motor vehicle road injuries,Number,1981,116.66031343036013,125.55291502332238,108.3160012005382
Deaths,Czechia,Both,All ages,Liver cancer due to alcohol use,Number,1985,288.9798948472396,359.64756695366026,225.4259208607937
Deaths,Czechia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,6180.046915178915,6620.4274527816015,5738.28875719052
Deaths,Italy,Both,All ages,Police conflict and executions,Number,1987,0.8629886729961225,1.1447997225663211,0.6990366672717809
Deaths,Switzerland,Both,All ages,Self-harm,Number,1986,1679.1710576760804,1730.448258180925,1624.0153600866538
Deaths,Switzerland,Both,All ages,Police conflict and executions,Number,1986,0.0166657074129609,0.02193059124394989,0.013306301993990287
Deaths,Belgium,Both,All ages,Road injuries,Number,1981,2468.5537280007998,2529.930762658739,2406.672291420867
Deaths,Belgium,Both,All ages,Motor vehicle road injuries,Number,1981,1239.4412817428738,1276.6946976824418,1203.2860520738457
Deaths,Slovenia,Both,All ages,Alcohol use disorders,Number,1983,129.6294238837569,141.8589850786754,117.5769068964689
Deaths,Slovenia,Both,All ages,Opioid use disorders,Number,1983,13.797519921595583,17.105503422308754,11.203392124934739
Deaths,Slovenia,Both,All ages,Diabetes mellitus,Number,1983,197.3186937753089,212.98893537814365,181.77449415578465
Deaths,Finland,Both,All ages,Cardiovascular diseases,Number,1982,22924.913285527502,23604.390652353122,21623.28102820711
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,1985,8706.30243932533,10422.357141148925,7623.701427195041
Deaths,Turkey,Both,All ages,Self-harm,Number,1985,2044.3612800458914,2873.826525150946,1381.1985292163772
Deaths,Slovakia,Both,All ages,Police conflict and executions,Number,1987,0.0009857954472752165,0.0017236526578944065,0.0004342330496345392
Deaths,Finland,Both,All ages,Alcohol use disorders,Number,1984,252.9141624532028,268.0426906457854,239.80570252464597
Deaths,Finland,Both,All ages,Opioid use disorders,Number,1984,69.54342048932955,78.3698370142103,62.06782895893325
Deaths,Finland,Both,All ages,Self-harm,Number,1984,1325.517955881047,1366.8731505708945,1285.1010427284846
Deaths,Slovakia,Both,All ages,Police conflict and executions,Number,1985,0.0009901233934945203,0.0017798859463705311,0.0004279894203864393
Deaths,United States of America,Both,All ages,Police conflict and executions,Number,1985,561.5826753012278,595.5464325552065,539.5100475068039
Deaths,Italy,Both,All ages,Road injuries,Number,1985,10744.734951599943,10929.547669785827,10499.64058975858
Deaths,Italy,Both,All ages,Motor vehicle road injuries,Number,1985,5017.912259511644,5101.570024165058,4923.2766874367935
Deaths,Spain,Both,All ages,Police conflict and executions,Number,1986,0.8546032653855989,1.2193055019030163,0.5878368160939923
Deaths,Denmark,Both,All ages,Road injuries,Number,1986,794.9054205466289,817.9954987372528,770.7389178407603
Deaths,Israel,Both,All ages,Police conflict and executions,Number,1987,0.01546673249535605,0.029415481132033183,0.00992533507258917
Deaths,Latvia,Both,All ages,Cardiovascular diseases,Number,1981,18790.78486625896,19389.917473062073,17954.530919005156
Deaths,Sweden,Both,All ages,Road injuries,Number,1986,947.584755000589,973.4337451866415,922.1809402800235
Deaths,Ireland,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1980,1394.8271066115885,1499.865449680482,1290.9002340359257
Deaths,Belgium,Both,All ages,Road injuries,Number,1986,2167.528859800504,2229.0723606882766,2107.47295223761
Deaths,Belgium,Both,All ages,Motor vehicle road injuries,Number,1986,862.3692145221765,891.7066317874323,834.6067811191577
Deaths,Italy,Both,All ages,Cardiovascular diseases,Number,1983,248581.08484591419,258217.52979416994,228678.76899306598
Deaths,Sweden,Both,All ages,Police conflict and executions,Number,1982,0.18066055602389408,0.2504751419982184,0.1365489406505238
Deaths,Chile,Both,All ages,Cardiovascular diseases,Number,1980,22336.444558244206,22931.570743285265,21435.972601917758
Deaths,Israel,Both,All ages,Road injuries,Number,1987,585.7386829474361,603.7924394733664,566.7139444215497
Deaths,Israel,Both,All ages,Motor vehicle road injuries,Number,1987,309.3234996953078,323.918333992613,295.17533036801495
Deaths,Italy,Both,All ages,Cardiovascular diseases,Number,1985,237709.81403935785,247491.21654155242,217473.9367515197
Deaths,Austria,Both,All ages,Cardiovascular diseases,Number,1983,45890.45666564524,47283.948797039135,43151.016221514066
Deaths,Italy,Both,All ages,Road injuries,Number,1983,11344.293884003888,11539.064991556184,11094.832934088552
Deaths,Italy,Both,All ages,Motor vehicle road injuries,Number,1983,5013.04351586664,5098.718762370355,4922.366612952945
Deaths,Sweden,Both,All ages,Alcohol use disorders,Number,1984,624.3828325851583,646.50287534216,602.3505251042775
Deaths,Norway,Both,All ages,Self-harm,Number,1981,618.875188194294,646.8910089271701,592.9628660922663
Deaths,Mexico,Both,All ages,Cardiovascular diseases,Number,1985,63874.02544701582,64859.05795371967,62008.58594773836
Deaths,Norway,Both,All ages,Liver cancer due to alcohol use,Number,1981,27.355242197010625,31.067920758516046,23.981579725134413
Deaths,Norway,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,1318.9101824362122,1381.6994720188563,1248.2406224544209
Deaths,Sweden,Both,All ages,Road injuries,Number,1982,942.673191023495,968.2747088338542,914.9164826742541
Deaths,Lithuania,Both,All ages,Alcohol use disorders,Number,1981,685.511733692337,728.4628248865522,646.7328658357761
Deaths,Lithuania,Both,All ages,Opioid use disorders,Number,1981,54.919868418874074,64.15196748481051,46.82618319857094
Deaths,Lithuania,Both,All ages,Diabetes mellitus,Number,1981,91.33071458454488,96.87943993949638,85.784896537383
Deaths,Hungary,Both,All ages,Police conflict and executions,Number,1984,2.087368060640409,3.0805241581436755,1.3128405403212915
Deaths,Mexico,Both,All ages,Self-harm,Number,1984,1470.8968314805768,1514.2958092899637,1427.7796278335381
Deaths,Sweden,Both,All ages,Opioid use disorders,Number,1984,26.40487505839766,29.05365135095046,23.92887070384454
Deaths,Sweden,Both,All ages,Self-harm,Number,1984,2084.3723112753833,2157.9173717510794,2017.1043085358706
Deaths,United States of America,Both,All ages,Self-harm,Number,1987,34004.93272175783,34474.01692408996,33443.98595871912
Deaths,Sweden,Both,All ages,Cardiovascular diseases,Number,1984,47707.5490655059,49523.961230791,44282.040560952104
Deaths,Israel,Both,All ages,Liver cancer due to alcohol use,Number,1983,23.20405439201303,31.452510180862895,15.893256531942328
Deaths,Israel,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1983,969.2832542528809,1039.3596435376269,904.6050732285795
Deaths,Israel,Both,All ages,Opioid use disorders,Number,1983,16.329823231231185,18.38320162796825,14.322455526103468
Deaths,Israel,Both,All ages,Diabetes mellitus,Number,1983,479.35406871075577,505.84218905423467,453.2498806809825
Deaths,Turkey,Both,All ages,Police conflict and executions,Number,1985,3.1581314820559716,4.806868317227746,1.09450385754325
Deaths,Turkey,Both,All ages,Motor vehicle road injuries,Number,1985,6557.16407371618,7680.491101225884,5313.4242719408285
Deaths,Sweden,Both,All ages,Police conflict and executions,Number,1984,0.21640146838992522,0.2927906135124158,0.16783124175522268
Deaths,Lithuania,Both,All ages,Alcohol use disorders,Number,1986,458.5118626995747,484.3969767030432,436.33123044918244
Deaths,Lithuania,Both,All ages,Opioid use disorders,Number,1986,41.366518900517335,46.22579087387808,35.79734100656317
Deaths,Lithuania,Both,All ages,Diabetes mellitus,Number,1986,110.67673802815087,117.26592524053481,104.34238407389336
Deaths,Slovakia,Both,All ages,Cardiovascular diseases,Number,1983,27785.405105931713,28614.61190920273,26607.89041301845
Deaths,Slovenia,Both,All ages,Alcohol use disorders,Number,1985,119.714458071173,128.86579744819767,111.6525463908662
Deaths,Slovenia,Both,All ages,Opioid use disorders,Number,1985,13.293009228960118,15.889189149048644,11.144734298455372
Deaths,Slovenia,Both,All ages,Diabetes mellitus,Number,1985,181.2762401782134,194.38460751907,168.2962556973265
Deaths,Latvia,Both,All ages,Road injuries,Number,1981,789.5219797314758,825.8577980032971,755.7944347086673
Deaths,Slovenia,Both,All ages,Police conflict and executions,Number,1983,0.007752995526614644,0.011030245008470439,0.005566868023611
Deaths,Australia,Both,All ages,Road injuries,Number,1985,3210.6586096235123,3284.4909208225513,3145.6792180593493
Deaths,Luxembourg,Both,All ages,Cardiovascular diseases,Number,1985,1907.6729565664057,1967.8918760183374,1821.2319055905082
Deaths,Lithuania,Both,All ages,Road injuries,Number,1981,942.9416580844036,976.7958596967579,910.1830471710813
Deaths,Australia,Both,All ages,Liver cancer due to alcohol use,Number,1987,132.11284553203123,164.7699223671472,101.03801419592439
Deaths,Australia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,6077.986087739351,6386.405042267269,5754.057485245423
Deaths,Australia,Both,All ages,Alcohol use disorders,Number,1987,232.62937731547862,241.93767195228153,223.22456201123774
Deaths,Australia,Both,All ages,Opioid use disorders,Number,1987,249.6705741860553,269.3124244106933,230.54507178544355
Deaths,Australia,Both,All ages,Diabetes mellitus,Number,1987,2038.331624398646,2188.911476701344,1884.4062080543188
Deaths,Luxembourg,Both,All ages,Alcohol use disorders,Number,1987,16.827251731806747,17.7787056351442,15.947620873446066
Deaths,Luxembourg,Both,All ages,Opioid use disorders,Number,1987,3.559907827879478,3.9878329381327755,3.185996464210612
Deaths,Greece,Both,All ages,Cardiovascular diseases,Number,1984,45205.04595394838,46716.45651175884,42253.143170734336
Deaths,France,Both,All ages,Motor vehicle road injuries,Number,1982,6821.056776499798,7076.344585780772,6564.2840683919085
Deaths,Slovenia,Both,All ages,Police conflict and executions,Number,1985,0.007064884027234964,0.010545017403160871,0.005215739665568962
Deaths,Luxembourg,Both,All ages,Road injuries,Number,1985,85.2833592469566,88.72553869806467,82.26894671139483
Deaths,Japan,Both,All ages,Motor vehicle road injuries,Number,1982,4421.801337710792,4486.369336431843,4353.389853618638
Deaths,Luxembourg,Both,All ages,Diabetes mellitus,Number,1987,68.69900459599636,72.47068677835158,64.56305678616064
Deaths,Luxembourg,Both,All ages,Self-harm,Number,1987,78.15364695567519,82.09371226135671,74.52908799225862
Deaths,Lithuania,Both,All ages,Self-harm,Number,1981,1262.3174200904746,1329.3095839718967,1199.3100721734063
Deaths,Lithuania,Both,All ages,Police conflict and executions,Number,1981,0.006608239211451849,0.014740492620186832,0.0036547576096852747
Deaths,Sweden,Both,All ages,Alcohol use disorders,Number,1986,594.8499236057627,614.9663426195125,573.1618885878613
Deaths,United Kingdom,Both,All ages,Self-harm,Number,1984,6283.532006082917,6357.258158805002,6198.257374873642
Deaths,Greece,Both,All ages,Cardiovascular diseases,Number,1982,42839.63987255996,44214.41778392275,39993.96933244348
Deaths,Luxembourg,Both,All ages,Liver cancer due to alcohol use,Number,1981,9.000244234270813,11.039619386773873,6.9834137663079945
Deaths,Luxembourg,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,231.7366069951506,249.8071362164436,214.92558719521512
Deaths,Mexico,Both,All ages,Road injuries,Number,1986,21631.008627951665,22157.562840287403,21159.65219012988
Deaths,Mexico,Both,All ages,Motor vehicle road injuries,Number,1986,4723.570499967229,4831.9318988101695,4619.110593391988
Deaths,Germany,Both,All ages,Cardiovascular diseases,Number,1982,483166.82263919176,499273.23306719935,452896.4343320988
Deaths,Czechia,Both,All ages,Alcohol use disorders,Number,1986,270.66425563032266,286.37449893013195,254.70158476201237
Deaths,Czechia,Both,All ages,Opioid use disorders,Number,1986,40.6661733813882,47.60136474531446,34.837452737811084
Deaths,Czechia,Both,All ages,Diabetes mellitus,Number,1986,2203.066398411398,2447.1051494844223,1989.565602353673
Deaths,Czechia,Both,All ages,Self-harm,Number,1986,2292.7406108951404,2383.579245027989,2206.370972749348
Deaths,Switzerland,Both,All ages,Motor vehicle road injuries,Number,1984,436.1615611762231,462.54854221633695,415.85616209062016
Deaths,Lithuania,Both,All ages,Self-harm,Number,1986,1038.4448485561252,1083.5355921628645,993.253332346017
Deaths,Lithuania,Both,All ages,Police conflict and executions,Number,1986,0.006111738849738576,0.015286305167333829,0.0038195231233945507
Deaths,Turkey,Both,All ages,Liver cancer due to alcohol use,Number,1987,118.94796226365504,187.99544170481457,74.06793990295508
Deaths,Turkey,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1987,15273.110549288407,19625.537579688422,11704.808435091662
Deaths,Germany,Both,All ages,Road injuries,Number,1982,15799.813943768175,16147.074930600082,15462.549917465234
Deaths,Germany,Both,All ages,Motor vehicle road injuries,Number,1982,8712.350726871386,8997.816461839826,8387.477564532157
Deaths,United States of America,Both,All ages,Road injuries,Number,1987,52007.49016563979,52602.10870712013,51134.62519445854
Deaths,United States of America,Both,All ages,Motor vehicle road injuries,Number,1987,37159.323847840955,37642.22513854595,36547.79008881315
Deaths,Slovenia,Both,All ages,Cardiovascular diseases,Number,1987,9377.679483214451,9721.203449673407,8848.813131980633
Deaths,Belgium,Both,All ages,Police conflict and executions,Number,1981,0.03250207187124802,0.04671269882843864,0.024462816324672156
Deaths,Portugal,Both,All ages,Road injuries,Number,1981,1328.152595550233,1381.1664387453254,1275.2797764528177
Deaths,Portugal,Both,All ages,Motor vehicle road injuries,Number,1981,482.1987772358684,508.83876973255093,453.4113276078421
Deaths,Switzerland,Both,All ages,Motor vehicle road injuries,Number,1982,468.21061971521226,496.6797803656112,444.9585247228094
Deaths,Poland,Both,All ages,Liver cancer due to alcohol use,Number,1984,77.02606354951706,90.43304903669991,66.27234527060072
Deaths,Greece,Both,All ages,Liver cancer due to alcohol use,Number,1982,82.91277734815046,108.9392287838218,61.11042866085279
Deaths,Greece,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1982,4738.414639991143,5051.617191345305,4441.603496676381
Deaths,Lithuania,Both,All ages,Liver cancer due to alcohol use,Number,1981,18.789406563696897,23.882414581796258,13.692698373541017
Deaths,Israel,Both,All ages,Liver cancer due to alcohol use,Number,1981,21.656898454184006,29.958986054161734,15.000207613191225
Deaths,Israel,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1981,926.3463371861293,996.9170589833077,860.005327176923
Deaths,Israel,Both,All ages,Opioid use disorders,Number,1981,15.278613505598443,17.638418396354226,13.110488126592843
Deaths,Israel,Both,All ages,Diabetes mellitus,Number,1981,316.9965454536302,333.31558621852605,300.0537191315453
Deaths,Slovenia,Both,All ages,Self-harm,Number,1987,699.2556212076414,734.4183331522812,667.3869216685465
Deaths,Greece,Both,All ages,Road injuries,Number,1984,2389.431987425219,2446.591259055861,2328.491484513338
Deaths,Greece,Both,All ages,Motor vehicle road injuries,Number,1984,1516.227546592755,1559.8710207519248,1474.68699796747
Deaths,Sweden,Both,All ages,Opioid use disorders,Number,1986,32.31282918271536,35.27531768110763,29.310910781578908
Deaths,Sweden,Both,All ages,Self-harm,Number,1986,2017.1416222031107,2076.724640100499,1959.8025432207778
Deaths,Lithuania,Both,All ages,Motor vehicle road injuries,Number,1981,263.650193578085,279.0022756721456,247.72142464490258
Deaths,Israel,Both,All ages,Liver cancer due to alcohol use,Number,1985,24.230372726842358,32.55198838128943,16.868011470979756
Deaths,Israel,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1985,1034.9155097526814,1106.549967225204,962.3385322754876
Deaths,Israel,Both,All ages,Opioid use disorders,Number,1985,16.451553766497373,18.333868524643673,14.708405213175155
Deaths,Israel,Both,All ages,Diabetes mellitus,Number,1985,541.5200012231306,569.6667826791792,511.4042679431217
Deaths,Denmark,Both,All ages,Cardiovascular diseases,Number,1986,26772.335233501693,27733.93750140426,24991.412946518285
Deaths,Netherlands,Both,All ages,Cardiovascular diseases,Number,1983,50902.998877120255,53022.7873847819,47049.34744884933
Deaths,Luxembourg,Both,All ages,Police conflict and executions,Number,1987,0.0007379190802663843,0.0009327366466358929,0.000625157101096519
Deaths,Luxembourg,Both,All ages,Cardiovascular diseases,Number,1983,1914.6935379707384,1976.4416213481477,1829.0865732269592
Deaths,Sweden,Both,All ages,Police conflict and executions,Number,1986,0.5498816106299581,0.7301284890640581,0.4229379570994629
