country name,country code,year,adjusted savings: education expenditure (current us$),current health expenditure (% of gdp),domestic credit to private sector (% of gdp),gdp (constant 2015 us$),labor force with advanced education (% of total working-age population with advanced education),labor force with intermediate education (% of total working-age population with intermediate education),labor force with basic education (% of total working-age population with basic education),market capitalization of listed domestic companies (% of gdp),military expenditure (% of gdp),out-of-pocket expenditure (% of current health expenditure),research and development expenditure (% of gdp),"stocks traded, total value (% of gdp)"
Austria,AUT,2013,22777598317.1777,10.29,92.5577521177166,375650886014.9998,77.013,66.572,36.335,27.35329552479903,0.750825383084571,19.17,2.95492005348206,6.166572813342593
Austria,AUT,2014,22909351944.0208,10.37,87.5555878537003,378134963330.6912,76.677,64.068,36.863,21.869329144843423,0.7477800953797831,19.1,3.08429002761841,6.48898448570571
Austria,AUT,2015,19698349035.6868,10.37,85.8912078782063,381971148530.5428,76.79,63.721,36.403,25.15356994098139,0.698116413133988,19.09,3.04969000816345,8.307682431533859
Austria,AUT,2016,20335549325.067,10.35,83.1357356568835,389570224508.6912,76.749,63.778,37.574,30.56223193947091,0.729737691793485,19.24,3.11654996871948,6.707928523893466
Austria,AUT,2017,20913121283.8726,10.38,84.262893730747,398368950204.699,77.229,63.498,37.0,36.10352637284784,0.757279033702098,19.15,3.05656003952026,9.583181481202525
Austria,AUT,2018,22081658341.9491,10.35,84.4136702782167,408030932405.2575,76.643,63.872,36.994,25.67126719151029,0.7450280396483451,18.43,3.09182000160217,8.666506570888197
Austria,AUT,2019,21586838446.2502,10.49,85.9897812697605,413949540159.26526,76.606,63.423,36.93,29.936880526318827,0.75035965749035,17.92,3.13246989250183,7.530413738361921
Austria,AUT,2020,21379238418.2904,11.39,92.9122399770263,386492302608.5505,76.765,62.053,37.284,30.360523474500383,0.884127145088915,16.65,3.20148992538452,9.14370128847882
Austria,AUT,2021,23494511993.3821,12.1,93.3033943075217,402871331324.59735,76.769,62.0,38.075,33.98507322633255,0.8736948467663329,15.78,3.25631999969482,7.353542875523508
Austria,AUT,2022,,,89.611626231917,422235060667.7145,79.946,63.814,38.037,26.128062296123932,0.772607157386914,,,7.940280505072093
Austria,AUT,2023,,,84.2017849851437,418735512774.00745,79.741,63.374,38.93,,,,,
Belgium,BEL,1960,,,,106632376498.82762,,,,,3.39734786713587,,,
Belgium,BEL,1961,,,,111940987323.2747,,,,,3.2590700737972695,,,
Belgium,BEL,1962,,,,117775355510.85956,,,,,3.28475216700874,,,
Belgium,BEL,1963,,,,122900449368.95158,,,,,3.2166309632907,,,
Belgium,BEL,1964,,,,131450246167.5309,,,,,3.21347165933831,,,
Belgium,BEL,1965,,,,136130742292.21571,,,,,2.97306360209053,,,
Belgium,BEL,1966,,,,140426885556.81393,,,,,3.11258602859894,,,
Belgium,BEL,1967,,,,145858803843.10782,,,,,3.13458162424807,,,
Belgium,BEL,1968,,,,151976311145.68512,,,,,3.11509001127571,,,
