measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,Hungary,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1998,8105.002212214658,8894.998898464572,7301.316669144035
Deaths,Italy,Both,All ages,Cardiovascular diseases,Number,2013,210188.10027437558,229116.17245302847,172775.16545550656
Deaths,Luxembourg,Both,All ages,Liver cancer due to alcohol use,Number,2013,15.33753430573668,19.21679454073252,11.892564177813409
Deaths,Luxembourg,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2013,273.7708870367811,294.1146899071032,253.47384119272192
Deaths,Netherlands,Both,All ages,Self-harm,Number,2013,2106.0765790705386,2174.2565890835003,2041.812011270096
Deaths,Norway,Both,All ages,Cardiovascular diseases,Number,2013,13173.112395195623,14147.372371695954,11202.48949970341
Deaths,Norway,Both,All ages,Road injuries,Number,2013,200.02849585714932,206.21990643023975,192.65634727597507
Deaths,Norway,Both,All ages,Motor vehicle road injuries,Number,2013,118.10199281053525,121.68557997727035,114.08602050956148
Deaths,Portugal,Both,All ages,Cardiovascular diseases,Number,2013,32115.17035259174,34259.683632466295,27649.96462433995
Deaths,Spain,Both,All ages,Liver cancer due to alcohol use,Number,2013,1362.625505940525,1822.042863227186,993.0259704166467
Deaths,Spain,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2013,24070.70118690107,25678.90926033974,22239.696353761366
Deaths,Spain,Both,All ages,Opioid use disorders,Number,2013,570.4021135412585,624.6951895438348,518.1840445894029
Deaths,Spain,Both,All ages,Diabetes mellitus,Number,2013,9102.473640985832,10030.434096292556,7668.150327219245
Deaths,Spain,Both,All ages,Police conflict and executions,Number,2013,0.31711839143620696,0.4656136026955613,0.233399589837429
Deaths,Sweden,Both,All ages,Alcohol use disorders,Number,2013,338.3126040046015,351.5947832039894,323.5325227427771
Deaths,Mexico,Both,All ages,Diabetes mellitus,Number,2009,48331.119667172934,49580.598534947814,46551.59570972232
Deaths,Sweden,Both,All ages,Opioid use disorders,Number,2013,283.44104908501726,304.9717805884146,263.8419857356826
Deaths,Sweden,Both,All ages,Self-harm,Number,2013,1447.7617907762537,1491.6452662536487,1401.4864822463771
Deaths,Sweden,Both,All ages,Police conflict and executions,Number,2013,0.625111993430743,0.8839091390166207,0.46329555001636746
Deaths,Switzerland,Both,All ages,Motor vehicle road injuries,Number,2013,104.22096159522702,110.04556129943289,98.53853881456897
Deaths,United Kingdom,Both,All ages,Cardiovascular diseases,Number,2013,172230.48157697794,182405.13509118557,151325.72432443526
Deaths,United Kingdom,Both,All ages,Road injuries,Number,2013,1959.3002793967644,1991.8714843457979,1902.092614440692
Deaths,United Kingdom,Both,All ages,Motor vehicle road injuries,Number,2013,934.6906015220117,950.0008438017718,907.9428860621779
Deaths,Belgium,Both,All ages,Road injuries,Number,1997,1592.6505160276508,1635.5592625916695,1543.4392727572836
Deaths,Belgium,Both,All ages,Motor vehicle road injuries,Number,1997,854.1206976159915,880.0365262279056,824.9764479510368
Deaths,United States of America,Both,All ages,Self-harm,Number,1997,34303.592233695155,34819.57898856772,33701.66326491402
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2004,11896.312954798868,13753.515929453935,10110.13550483351
Deaths,Turkey,Both,All ages,Self-harm,Number,2004,2145.998582947671,2734.412764453194,1803.6649684534314
Deaths,Switzerland,Both,All ages,Self-harm,Number,1998,1508.0559161797682,1558.0782343393266,1454.0554822066063
Deaths,Switzerland,Both,All ages,Police conflict and executions,Number,1998,0.016729206462996693,0.023757133835431446,0.01278360338549493
Deaths,Austria,Both,All ages,Alcohol use disorders,Number,1999,315.7570867702687,327.77548132816275,303.43055383674334
Deaths,Austria,Both,All ages,Opioid use disorders,Number,1999,136.1924823588542,146.1982128404123,126.12608443157568
Deaths,Slovenia,Both,All ages,Self-harm,Number,1999,612.033980632662,645.202530267142,582.5915836649443
Deaths,Turkey,Both,All ages,Police conflict and executions,Number,1998,3.597280675676752,5.12316842142686,1.2028161073758457
Deaths,Spain,Both,All ages,Alcohol use disorders,Number,2009,389.72828967306367,406.7909433794838,372.6666637959793
Deaths,Latvia,Both,All ages,Road injuries,Number,2009,291.35586916292874,305.7066832999843,277.21013936042
Deaths,United Kingdom,Both,All ages,Police conflict and executions,Number,1998,1.591596305756022,1.9527299949009824,1.4675063646938058
Deaths,Czechia,Both,All ages,Liver cancer due to alcohol use,Number,2009,280.7502198185719,352.4669419954149,218.24958530387184
Deaths,Czechia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2009,6138.621933711411,6478.991993183768,5755.811408487863
Deaths,Turkey,Both,All ages,Road injuries,Number,2007,6814.956468572521,7652.300546628176,6093.136734653172
Deaths,Turkey,Both,All ages,Liver cancer due to alcohol use,Number,2008,218.7209546041901,320.06215640746467,148.8485682080103
Deaths,Turkey,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2008,22120.823265316714,25815.249226411972,19056.713696764364
Deaths,Norway,Both,All ages,Liver cancer due to alcohol use,Number,2007,46.81242590506062,53.069151910071,41.30337935881848
Deaths,Norway,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,2165.1520952941232,2261.260884167002,2015.5212438922458
Deaths,Portugal,Both,All ages,Liver cancer due to alcohol use,Number,2007,282.5703388452624,349.49571931437976,219.5379391721276
Deaths,Portugal,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,4126.6793406096085,4366.029604479244,3878.1863487675732
Deaths,Portugal,Both,All ages,Alcohol use disorders,Number,2007,163.85982881755078,171.67002659458922,156.5501628333535
Deaths,Portugal,Both,All ages,Opioid use disorders,Number,2007,75.2886559770665,81.86199026828207,68.88331976837047
Deaths,Portugal,Both,All ages,Diabetes mellitus,Number,2007,4118.4611051947495,4420.9767345642595,3702.0824629188087
Deaths,Portugal,Both,All ages,Police conflict and executions,Number,2007,0.10903226623692822,0.1343174714547728,0.09541145797761653
Deaths,Poland,Both,All ages,Alcohol use disorders,Number,1999,3282.9891123948396,3349.6132835438943,3218.345204129337
Deaths,Spain,Both,All ages,Alcohol use disorders,Number,2007,401.26928998305976,418.46970024659277,383.57463780693035
Deaths,Mexico,Both,All ages,Police conflict and executions,Number,2003,45.00505343220525,61.491311843402244,37.43748599718628
Deaths,Belgium,Both,All ages,Road injuries,Number,2001,1576.8317071012193,1624.5184002371382,1522.648172677236
Deaths,Belgium,Both,All ages,Motor vehicle road injuries,Number,2001,773.0880168758333,799.5084113621681,745.1481650648125
Deaths,Spain,Both,All ages,Self-harm,Number,2007,3545.9517111790465,3666.665913534889,3410.374303065286
Deaths,Germany,Both,All ages,Liver cancer due to alcohol use,Number,2006,2843.5557146540996,3422.724880364458,2355.034387918588
Deaths,Germany,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2006,45856.867147784185,48143.543051759385,43364.01962394824
Deaths,Sweden,Both,All ages,Motor vehicle road injuries,Number,2007,275.6621650551506,284.8987546748014,265.76498482916355
Deaths,Switzerland,Both,All ages,Cardiovascular diseases,Number,2007,22318.350708366706,24099.469324027163,18872.73564195493
Deaths,Switzerland,Both,All ages,Road injuries,Number,2007,394.56635114117324,409.70650020120036,376.07052307000095
Deaths,United Kingdom,Both,All ages,Liver cancer due to alcohol use,Number,2007,1302.9254877953156,1457.128094741207,1161.1272884529742
Deaths,United Kingdom,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2007,38569.87072300472,39815.85999754453,36370.89182997183
Deaths,Turkey,Both,All ages,Police conflict and executions,Number,2000,3.3175823788839782,4.752752331498547,1.1301513206473817
Deaths,Chile,Both,All ages,Road injuries,Number,2007,2243.1597694889065,2317.4073143019573,2178.9833593567428
Deaths,Chile,Both,All ages,Motor vehicle road injuries,Number,2007,826.2336992379716,861.2040690027723,796.158197892055
Deaths,Canada,Both,All ages,Alcohol use disorders,Number,2007,984.7981699955235,1023.0299417217495,947.1171778016877
Deaths,Canada,Both,All ages,Opioid use disorders,Number,2007,983.915597961332,1055.9318791642804,916.2241842369804
Deaths,Canada,Both,All ages,Diabetes mellitus,Number,2007,7809.392972453407,8366.914417911921,7078.706888517079
Deaths,Canada,Both,All ages,Self-harm,Number,2007,4193.440403020159,4309.819577767723,4071.447885159352
Deaths,Canada,Both,All ages,Police conflict and executions,Number,2007,12.06823326218352,16.333410924794975,8.935120110673703
Deaths,United States of America,Both,All ages,Self-harm,Number,2007,38385.10539888989,38974.6632836809,37693.795198667955
Deaths,Belgium,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2001,7226.7927610993065,7728.796401557201,6720.2581931530085
Deaths,Mexico,Both,All ages,Alcohol use disorders,Number,2011,3290.318671249078,3361.494244027512,3216.990050913338
Deaths,Mexico,Both,All ages,Opioid use disorders,Number,2011,85.09124761929952,90.21903389873017,80.08433419502208
Deaths,Turkey,Both,All ages,Motor vehicle road injuries,Number,2012,5389.996416619211,6032.348409406741,4816.02324064955
Deaths,Hungary,Both,All ages,Cardiovascular diseases,Number,2013,60915.41320360465,63402.69542719536,56709.959741749764
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2001,11847.91376073182,13832.342117226644,10124.457115631732
Deaths,Turkey,Both,All ages,Self-harm,Number,2001,1972.4428078505302,2872.145601254182,1598.3230626084355
Deaths,United States of America,Both,All ages,Opioid use disorders,Number,2010,24445.08146215434,25549.135458905632,23347.104673397975
Deaths,United States of America,Both,All ages,Diabetes mellitus,Number,2010,70182.50234471176,74016.4975829577,63407.60211884862
Deaths,Australia,Both,All ages,Self-harm,Number,2010,2662.1870500498558,2749.0309179021483,2581.9794454645853
Deaths,Turkey,Both,All ages,Road injuries,Number,2008,7008.440200631416,7809.613596965206,6256.742519036042
Deaths,Netherlands,Both,All ages,Self-harm,Number,1997,1837.9234016645248,1889.3944237530225,1782.4426033149118
Deaths,Norway,Both,All ages,Cardiovascular diseases,Number,1997,19602.743845856294,20630.37905972144,17475.93290969965
Deaths,Mexico,Both,All ages,Self-harm,Number,2009,6039.551799668515,6180.834445724782,5895.715532450696
Deaths,Norway,Both,All ages,Road injuries,Number,1997,363.52010111184694,372.77057877749206,353.0983955105659
Deaths,Norway,Both,All ages,Motor vehicle road injuries,Number,1997,237.00232599239212,242.9228034574468,231.11569438130635
Deaths,Australia,Both,All ages,Self-harm,Number,2000,2564.7623970799373,2634.1731624416643,2492.3308035578325
Deaths,Portugal,Both,All ages,Cardiovascular diseases,Number,1997,44726.37920963212,46481.475701733,41268.888528354684
Deaths,Spain,Both,All ages,Liver cancer due to alcohol use,Number,1997,1016.6339760796495,1315.9706412525834,758.8187483250992
Deaths,Spain,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,1997,18860.45356325397,19785.421075666727,17917.788243737494
Deaths,Spain,Both,All ages,Opioid use disorders,Number,1997,744.7696323867649,813.0259017342917,680.0943880338541
Deaths,Spain,Both,All ages,Diabetes mellitus,Number,1997,9954.681894063922,10729.604347776058,8752.108211924055
Deaths,Spain,Both,All ages,Police conflict and executions,Number,1997,0.8230972242138589,1.1743240644029156,0.5887574463424973
Deaths,Germany,Both,All ages,Road injuries,Number,2006,5664.438182481752,5825.765024737698,5494.222959455261
Deaths,Germany,Both,All ages,Motor vehicle road injuries,Number,2006,2739.639769525285,2828.5782760776992,2651.693911847733
Deaths,Sweden,Both,All ages,Alcohol use disorders,Number,1997,519.8291683444875,539.7242135977755,502.07220695437303
Deaths,Sweden,Both,All ages,Opioid use disorders,Number,1997,138.42179841987175,149.8766920631933,127.29787766174297
Deaths,Sweden,Both,All ages,Self-harm,Number,1997,1499.5914382988033,1543.3615828774903,1455.132113961526
Deaths,Sweden,Both,All ages,Police conflict and executions,Number,1997,0.7897951670544883,1.0670599643000798,0.606954553483377
Deaths,Poland,Both,All ages,Cardiovascular diseases,Number,1998,183593.57774605736,188543.8158533843,173491.1221891672
Deaths,Lithuania,Both,All ages,Road injuries,Number,2001,798.6611614891233,826.1370188829057,770.1743653636462
Deaths,Switzerland,Both,All ages,Motor vehicle road injuries,Number,1997,304.09885337718964,315.8322901865083,292.82610746992634
Deaths,Hungary,Both,All ages,Diabetes mellitus,Number,2004,2378.570206740459,2541.243374532263,2227.0366631158536
Deaths,Slovenia,Both,All ages,Cardiovascular diseases,Number,2010,7020.912470797122,7475.963832619144,6307.2158732505895
Deaths,United States of America,Both,All ages,Cardiovascular diseases,Number,2010,791602.8496488987,843866.8054890872,686241.6803806124
Deaths,Hungary,Both,All ages,Diabetes mellitus,Number,2006,2838.379743001459,3043.0584147044783,2648.8888836874853
Deaths,United Kingdom,Both,All ages,Cardiovascular diseases,Number,1997,260341.07486825486,269812.67412649316,240329.47023185
Deaths,Mexico,Both,All ages,Diabetes mellitus,Number,2008,44894.35373774081,46114.958631835245,43273.29476784829
Deaths,United Kingdom,Both,All ages,Liver cancer due to alcohol use,Number,2011,1622.3210526120781,1821.7542761150803,1443.8737253111324
Deaths,United Kingdom,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2011,39268.71654420924,40677.76381967935,36594.78201304196
Deaths,United Kingdom,Both,All ages,Road injuries,Number,1997,4334.287526932269,4384.059740441065,4258.174314078531
Deaths,United Kingdom,Both,All ages,Motor vehicle road injuries,Number,1997,2229.2150234463597,2254.7985401026276,2194.6874120301877
Deaths,Hungary,Both,All ages,Liver cancer due to alcohol use,Number,2004,130.1473988287852,162.56623422808826,104.46051397311906
Deaths,Hungary,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,8274.58798938579,8986.230063408728,7463.468205399193
Deaths,Hungary,Both,All ages,Motor vehicle road injuries,Number,2009,509.8303828885031,535.0719375576706,483.7083754157322
Deaths,Chile,Both,All ages,Road injuries,Number,2011,2227.9124589838616,2302.7011778325605,2156.0948211922096
Deaths,Chile,Both,All ages,Motor vehicle road injuries,Number,2011,862.2148999776748,903.1815799653735,826.7970008516003
Deaths,France,Both,All ages,Police conflict and executions,Number,2006,0.30213243031322234,0.3964313919763849,0.2483633994606779
Deaths,Canada,Both,All ages,Alcohol use disorders,Number,2011,1091.2371699609791,1140.8325205655412,1036.7403658054288
Deaths,Canada,Both,All ages,Opioid use disorders,Number,2011,1235.003459528085,1322.196381920379,1157.630299940293
Deaths,Canada,Both,All ages,Diabetes mellitus,Number,2011,6542.874521159154,7081.211735795361,5845.443196038548
Deaths,Canada,Both,All ages,Self-harm,Number,2011,4395.450886436712,4522.030221600054,4264.373230949769
Deaths,Canada,Both,All ages,Police conflict and executions,Number,2011,14.886245909193805,19.851094671906253,11.00150598303846
Deaths,United States of America,Both,All ages,Self-harm,Number,2011,43269.6076491341,43912.92926331548,42438.889375673854
Deaths,Chile,Both,All ages,Self-harm,Number,1997,2072.139573324716,2159.355724860162,1989.656807724398
Deaths,Latvia,Both,All ages,Road injuries,Number,2007,462.27860651703656,481.9521994620972,442.63420915229875
Deaths,Belgium,Both,All ages,Alcohol use disorders,Number,2007,405.75512199297606,424.2280914888136,387.33797695334255
Deaths,Belgium,Both,All ages,Opioid use disorders,Number,2007,139.8773302772987,152.07234645776174,127.88069678829656
Deaths,Belgium,Both,All ages,Diabetes mellitus,Number,2007,1750.4901393443308,1900.3735985319654,1498.484992348281
Deaths,Italy,Both,All ages,Cardiovascular diseases,Number,2003,220737.2265169537,236825.46677540254,189212.57633208248
Deaths,Norway,Both,All ages,Alcohol use disorders,Number,2007,240.42859455060074,248.90671002209953,231.56906759488757
Deaths,Norway,Both,All ages,Opioid use disorders,Number,2007,231.85145811100762,246.22161021645624,218.78698207752723
Deaths,Norway,Both,All ages,Diabetes mellitus,Number,2007,868.7768747393827,922.7014119798372,760.5338939590946
Deaths,Poland,Both,All ages,Alcohol use disorders,Number,2005,4001.7453921307024,4085.2638352833114,3913.964742084655
Deaths,Hungary,Both,All ages,Cardiovascular diseases,Number,2012,61968.179399171444,64363.04260739713,57771.465795102406
Deaths,Turkey,Both,All ages,Liver cancer due to alcohol use,Number,2009,235.5494576190004,342.00993674236827,161.33153115075436
Deaths,Turkey,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2009,23892.617817129747,27760.129406958433,20698.089325246765
Deaths,Netherlands,Both,All ages,Alcohol use disorders,Number,1999,313.8037399999508,326.1907119359919,301.58100948836835
Deaths,Netherlands,Both,All ages,Opioid use disorders,Number,1999,100.83341352044158,110.760183519102,92.19481140091726
Deaths,Netherlands,Both,All ages,Diabetes mellitus,Number,1999,3588.6393981707115,3850.433186243545,3186.9570645832164
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2005,12334.739468098012,14229.505396353758,10564.31138778662
Deaths,Turkey,Both,All ages,Self-harm,Number,2005,2239.720976246507,2789.188910102672,1860.8467151003222
Deaths,Mexico,Both,All ages,Police conflict and executions,Number,1999,44.86473045613997,59.20298951382792,34.98231567598646
Deaths,Estonia,Both,All ages,Road injuries,Number,1999,245.75844460815975,257.5285637908233,232.64722597761784
Deaths,Estonia,Both,All ages,Motor vehicle road injuries,Number,1999,119.64598011630994,126.33903964040667,113.04696860085662
Deaths,Mexico,Both,All ages,Police conflict and executions,Number,2005,47.37810978125378,62.939869037004,40.481303097047366
Deaths,Israel,Both,All ages,Alcohol use disorders,Number,2010,73.09978720175106,77.06892044964022,69.31696627439348
Deaths,Canada,Both,All ages,Alcohol use disorders,Number,2000,906.2979614003808,939.6099667825367,876.3256589465573
Deaths,Canada,Both,All ages,Opioid use disorders,Number,2000,669.6767852799917,720.2813287094295,621.2359417858254
Deaths,Canada,Both,All ages,Diabetes mellitus,Number,2000,7173.1602744192205,7656.299243265778,6524.4862830262655
Deaths,Australia,Both,All ages,Self-harm,Number,2012,2735.1163276574666,2822.0224601175128,2646.0260633674
Deaths,Italy,Both,All ages,Cardiovascular diseases,Number,2010,210355.13059967622,228413.66969894755,175211.53981379583
Deaths,Hungary,Both,All ages,Motor vehicle road injuries,Number,2010,436.92266650264185,460.7860032883196,415.5831592339317
Deaths,New Zealand,Both,All ages,Cardiovascular diseases,Number,2010,10257.7422026223,10946.853824589227,8911.72553418245
Deaths,Turkey,Both,All ages,Alcohol use disorders,Number,2013,182.27671031281886,216.33104107455335,124.66679387437922
Deaths,Turkey,Both,All ages,Opioid use disorders,Number,2013,231.54121548616948,269.56222447144756,197.5524484984039
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2013,19382.93827896302,21747.082544552402,16919.966784611217
Deaths,Turkey,Both,All ages,Self-harm,Number,2013,2596.671617393393,2925.5678143628543,2272.53531285734
Deaths,Turkey,Both,All ages,Police conflict and executions,Number,2013,9.856464621962479,11.114690577200127,7.9643714866206485
Deaths,Poland,Both,All ages,Alcohol use disorders,Number,2000,3108.085046697936,3171.8177087985455,3048.9067135855785
Deaths,Australia,Both,All ages,Road injuries,Number,2000,1996.133459684674,2055.1974260727743,1932.349509962183
Deaths,Australia,Both,All ages,Police conflict and executions,Number,1999,3.998905461882411,5.551181534998224,2.9140184869075534
Deaths,Israel,Both,All ages,Liver cancer due to alcohol use,Number,2003,41.525201544290915,55.66723253400785,30.070325526585474
Deaths,Israel,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,1772.3117030832175,1881.0340605747742,1645.914743360127
Deaths,Israel,Both,All ages,Opioid use disorders,Number,2003,56.28151176870726,61.466959491248176,51.17584096275913
Deaths,Israel,Both,All ages,Diabetes mellitus,Number,2003,2692.53486537298,2851.530621183427,2447.342593828978
Deaths,Poland,Both,All ages,Road injuries,Number,2008,6173.2995922238715,6306.368251685747,6038.4791275234675
Deaths,Poland,Both,All ages,Motor vehicle road injuries,Number,2008,3048.495004125196,3112.830506571725,2977.0847937356875
Deaths,Slovakia,Both,All ages,Cardiovascular diseases,Number,2010,26985.077072505395,28114.239307607604,25039.1324996932
Deaths,Czechia,Both,All ages,Alcohol use disorders,Number,2005,390.8993896866034,410.6358783529117,372.13992194860566
Deaths,Czechia,Both,All ages,Opioid use disorders,Number,2005,69.7262354730567,79.80132970146472,61.494039579141365
Deaths,Czechia,Both,All ages,Diabetes mellitus,Number,2005,1517.6694224788298,1669.1873496480919,1374.15248709722
Deaths,Czechia,Both,All ages,Self-harm,Number,2005,1777.838901674117,1837.6009709712112,1723.026665139059
Deaths,Turkey,Both,All ages,Cardiovascular diseases,Number,2009,154424.57676474436,169867.60950465035,138205.19178471545
Deaths,Belgium,Both,All ages,Self-harm,Number,2009,2190.3359707310487,2259.4030738392025,2116.846702128534
Deaths,Japan,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2008,74420.92009656574,78440.80156288759,66789.09946369074
Deaths,Czechia,Both,All ages,Alcohol use disorders,Number,2008,386.2101241007387,407.8740080953666,367.43831851566733
Deaths,Czechia,Both,All ages,Opioid use disorders,Number,2008,69.14733270099633,81.36876755943776,58.624198673258576
Deaths,Czechia,Both,All ages,Diabetes mellitus,Number,2008,2014.470531540523,2218.7821458369317,1819.3836447981423
Deaths,Czechia,Both,All ages,Self-harm,Number,2008,1669.752904675086,1727.0224927502902,1619.7742955818758
Deaths,Iceland,Both,All ages,Self-harm,Number,2008,38.83604372969766,41.39901756055945,36.52111522270101
Deaths,Hungary,Both,All ages,Road injuries,Number,2013,782.7460319770458,824.4356982289974,739.6779312312718
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2006,12872.16530483844,14846.485620910555,10994.440348136975
Deaths,Turkey,Both,All ages,Self-harm,Number,2006,2296.9328099142494,2808.5579766553724,1919.1822524772833
Deaths,Norway,Both,All ages,Road injuries,Number,2001,344.05411137059843,355.43268817608384,333.8180923655953
Deaths,Norway,Both,All ages,Motor vehicle road injuries,Number,2001,222.02961868211696,229.22528427143098,215.3450899974615
Deaths,Czechia,Both,All ages,Alcohol use disorders,Number,2013,356.41294311384115,379.12904735349747,334.405308177762
Deaths,Czechia,Both,All ages,Opioid use disorders,Number,2013,75.58780554050479,86.76128866639587,65.92658615319067
Deaths,Czechia,Both,All ages,Diabetes mellitus,Number,2013,3234.4118693288283,3594.7616610712575,2883.4700774986673
Deaths,Czechia,Both,All ages,Self-harm,Number,2013,1705.2076834206398,1776.633032360884,1634.5486986834014
Deaths,Slovenia,Both,All ages,Cardiovascular diseases,Number,2000,7368.113069616027,7737.632103448874,6813.858644581283
Deaths,Mexico,Both,All ages,Cardiovascular diseases,Number,2010,125966.12494698865,129045.987904376,119549.15358812101
Deaths,Estonia,Both,All ages,Alcohol use disorders,Number,2003,338.2643304249678,356.5489113932411,321.9001412262928
Deaths,Norway,Both,All ages,Alcohol use disorders,Number,1999,257.1000658398207,266.15310021307107,247.88415479330396
Deaths,Norway,Both,All ages,Opioid use disorders,Number,1999,265.2939519025949,277.8557703892491,252.67730271736133
Deaths,Norway,Both,All ages,Diabetes mellitus,Number,1999,688.5742690250578,731.0394994320884,616.0986508589605
Deaths,Slovakia,Both,All ages,Liver cancer due to alcohol use,Number,2008,142.18046263760837,180.52651962879153,104.30771534524993
Deaths,Slovakia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2008,2398.045287764963,2702.974498926287,2136.4012297045774
Deaths,Hungary,Both,All ages,Self-harm,Number,2013,2244.1376180376146,2342.7635373086305,2149.818566288087
Deaths,Australia,Both,All ages,Self-harm,Number,2004,2322.845328524939,2396.4811171714964,2251.847730521774
Deaths,Italy,Both,All ages,Liver cancer due to alcohol use,Number,2003,1545.2193967768417,1762.5112557275547,1370.0259999299203
Deaths,Italy,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2003,35846.9479509539,37208.528105206526,33492.681746687
Deaths,Chile,Both,All ages,Liver cancer due to alcohol use,Number,2000,62.09870155920944,81.11746143636246,45.09803336648366
Deaths,Chile,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2000,2216.914363071441,2367.773397286562,2064.0566340642663
Deaths,Chile,Both,All ages,Alcohol use disorders,Number,2000,428.29900406923866,448.73001378957974,410.57481305177396
Deaths,Chile,Both,All ages,Opioid use disorders,Number,2000,17.859752568843103,19.656444297144674,16.200785349411603
Deaths,Chile,Both,All ages,Diabetes mellitus,Number,2000,2098.9321115036146,2228.413487772602,1962.5300750030626
Deaths,Slovenia,Both,All ages,Liver cancer due to alcohol use,Number,2005,49.28611587370275,62.29346706832063,37.389729520556244
Deaths,Slovenia,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2005,1115.7812216449104,1190.1301165636894,1043.9851365024786
Deaths,Republic of Korea,Both,All ages,Opioid use disorders,Number,1998,139.47798494261573,155.39465858176325,124.53208360251365
Deaths,Republic of Korea,Both,All ages,Diabetes mellitus,Number,1998,8926.53648816207,9736.027758587585,8051.013244398871
Deaths,Slovakia,Both,All ages,Police conflict and executions,Number,2003,0.0009856606939435528,0.001469973730544055,0.0005116848658282923
Deaths,Hungary,Both,All ages,Diabetes mellitus,Number,2005,2889.059723473974,3089.532412547445,2689.235011927123
Deaths,Germany,Both,All ages,Alcohol use disorders,Number,2000,6019.509012158526,6229.939233541122,5831.207885708774
Deaths,Germany,Both,All ages,Opioid use disorders,Number,2000,1294.3115491697224,1401.0772080394217,1188.7912208501023
Deaths,Germany,Both,All ages,Diabetes mellitus,Number,2000,19368.25592300655,20819.807661593295,17122.070522797243
Deaths,Germany,Both,All ages,Self-harm,Number,2000,13040.856913697633,13436.325414254263,12621.482397004524
Deaths,Canada,Both,All ages,Self-harm,Number,2003,4313.596838854179,4432.50281012585,4189.967757012916
Deaths,Canada,Both,All ages,Police conflict and executions,Number,2003,8.02431569504207,11.071634641696745,5.987373750441557
Deaths,France,Both,All ages,Liver cancer due to alcohol use,Number,2004,2187.374447568421,2763.318651483916,1607.5526383746655
Deaths,France,Both,All ages,"Tracheal, bronchus, and lung cancer",Number,2004,33675.3491539295,35643.663830773075,31647.58440665984
Deaths,France,Both,All ages,Diabetes mellitus,Number,2004,12856.870590518827,13823.637094420536,11413.199625965677
Deaths,Estonia,Both,All ages,Self-harm,Number,2005,332.32307693559585,349.8922498611934,316.24822801669393
Deaths,United Kingdom,Both,All ages,Alcohol use disorders,Number,2004,1315.809882695396,1336.9151930426535,1293.536366187131
Deaths,United Kingdom,Both,All ages,Opioid use disorders,Number,2004,1569.0434783943247,1606.8887560166092,1534.3817136029863
Deaths,United Kingdom,Both,All ages,Diabetes mellitus,Number,2004,6639.614963845972,6935.26529775224,6064.058167426358
Deaths,Japan,Both,All ages,Self-harm,Number,2004,33033.98677667357,33727.78661628207,31971.976659680935
Deaths,Japan,Both,All ages,Police conflict and executions,Number,2004,1.8262610585136627,2.406457567681509,1.5685247232719721
Deaths,Lithuania,Both,All ages,Cardiovascular diseases,Number,2009,22293.637403181896,23112.12022981503,20771.431444617494
Deaths,Australia,Both,All ages,Motor vehicle road injuries,Number,1998,1292.0330725942324,1332.6446342841825,1251.1268315021855
Deaths,Estonia,Both,All ages,Cardiovascular diseases,Number,1999,10237.040381313984,10590.905541079308,9675.710368713593
Deaths,Norway,Both,All ages,Road injuries,Number,1999,367.7768223543826,377.2595821954708,356.6993721737799
Deaths,Norway,Both,All ages,Motor vehicle road injuries,Number,1999,242.53237458681357,248.48329173076857,235.84029441929025
Deaths,Republic of Korea,Both,All ages,Road injuries,Number,2006,7737.783956241318,8253.541120069845,7336.434424648515
Deaths,Republic of Korea,Both,All ages,Motor vehicle road injuries,Number,2006,2566.2710439523453,2773.383512374056,2332.929479568019
Deaths,Czechia,Both,All ages,Alcohol use disorders,Number,2007,376.06014798369335,394.9620950070042,357.32887415567996
Deaths,Czechia,Both,All ages,Opioid use disorders,Number,2007,68.7902905841279,80.45150182673649,58.8010301911579
Deaths,Czechia,Both,All ages,Diabetes mellitus,Number,2007,2029.2469247073695,2230.285482519263,1836.3442693352026
Deaths,Czechia,Both,All ages,Self-harm,Number,2007,1679.767269898656,1733.626049242143,1628.461382842769
Deaths,Turkey,Both,All ages,Diabetes mellitus,Number,2007,13869.585890525022,15935.658614431493,11919.74311552852
